class_id,teacher_id,name,time
1316,838464,class 1280,MW 1100-1215
1699,129888,class 1281,MW 1100-1215
9226,487544,class 1282,MW 1100-1215
9613,763263,class 1283,MW 1100-1215
9261,197923,class 1284,MW 1100-1215
3727,913123,class 1285,MW 1100-1215
6329,958567,class 1286,MW 1100-1215
1712,447398,class 1287,MW 1100-1215
7419,197923,class 1288,MW 1100-1215
8927,425816,class 1289,MW 1100-1215
1135,876877,class 1290,MW 1100-1215
5333,235917,class 1291,MW 1100-1215
1848,242556,class 1292,MW 1100-1215
3795,793639,class 1293,MW 1100-1215
9545,484344,class 1294,MW 1100-1215
3836,449969,class 1295,MW 1100-1215
5495,244666,class 1296,MW 1100-1215
4512,258133,class 1297,MW 1100-1215
8936,699727,class 1298,MW 1100-1215
1141,292631,class 1299,MW 1100-1215
9876,344691,class 1300,MW 1100-1215
1634,336739,class 1301,MW 1100-1215
8268,235917,class 1302,MW 1100-1215
7313,763263,class 1303,MW 1100-1215
1491,688938,class 1304,MW 1100-1215
1497,292631,class 1305,MW 1100-1215
4346,791843,class 1306,MW 1100-1215
9274,323912,class 1307,MW 1100-1215
2885,672273,class 1308,MW 1100-1215
6425,187298,class 1309,MW 1100-1215
5954,326466,class 1310,MW 1100-1215
1349,898824,class 1311,MW 1100-1215
2891,648451,class 1312,MW 1100-1215
2214,641631,class 1313,MW 1100-1215
5864,634195,class 1314,MW 1100-1215
9939,184795,class 1315,MW 1100-1215
6165,129888,class 1316,MW 1100-1215
3558,298774,class 1317,MW 1100-1215
6594,223682,class 1318,MW 1100-1215
3489,298774,class 1319,MW 1100-1215
6456,976337,class 1320,MW 1100-1215
4372,223682,class 1321,MW 1100-1215
2127,184795,class 1322,MW 1100-1215
4388,133651,class 1323,MW 1100-1215
7241,454321,class 1324,MW 1100-1215
5549,838464,class 1325,MW 1100-1215
8394,621115,class 1326,MW 1100-1215
4252,976337,class 1327,MW 1100-1215
8466,323912,class 1328,MW 1100-1215
5193,763263,class 1329,MW 1100-1215
4234,642152,class 1330,MW 1100-1215
8845,257533,class 1331,MW 1100-1215
4442,323912,class 1332,MW 1100-1215
5458,876877,class 1333,MW 1100-1215
6222,197923,class 1334,MW 1100-1215
8893,818383,class 1335,MW 1100-1215
5377,791843,class 1336,MW 1100-1215
5518,838464,class 1337,MW 1100-1215
6912,223682,class 1338,MW 1100-1215
7944,242556,class 1339,MW 1100-1215
4321,634195,class 1340,MW 1100-1215
7427,688938,class 1341,MW 1100-1215
2858,173915,class 1342,MW 1100-1215
2549,791843,class 1343,MW 1100-1215
5639,244666,class 1344,MW 1100-1215
2643,876877,class 1345,MW 1100-1215
1534,298774,class 1346,MW 1100-1215
1929,292631,class 1347,MW 1100-1215
4854,616715,class 1348,MW 1100-1215
9782,129888,class 1349,MW 1100-1215
7172,328328,class 1350,MW 1100-1215
9276,818383,class 1351,MW 1230-1345
6775,838464,class 1352,MW 1230-1345
1278,997292,class 1353,MW 1230-1345
5739,178765,class 1354,MW 1230-1345
6846,898824,class 1355,MW 1230-1345
4231,487544,class 1356,MW 1230-1345
8894,818383,class 1357,MW 1230-1345
5977,197923,class 1358,MW 1230-1345
9594,242556,class 1359,MW 1230-1345
9486,818789,class 1360,MW 1230-1345
7989,187298,class 1361,MW 1230-1345
4188,688938,class 1362,MW 1230-1345
8692,898824,class 1363,MW 1230-1345
8789,129888,class 1364,MW 1230-1345
7125,244666,class 1365,MW 1230-1345
9857,672273,class 1366,MW 1230-1345
6145,129888,class 1367,MW 1230-1345
4986,197923,class 1368,MW 1230-1345
3542,876877,class 1369,MW 1230-1345
4968,513249,class 1370,MW 1230-1345
8429,818383,class 1371,MW 1230-1345
2791,786214,class 1372,MW 1230-1345
1687,997292,class 1373,MW 1230-1345
3649,292631,class 1374,MW 1230-1345
9744,336739,class 1375,MW 1230-1345
6689,616715,class 1376,MW 1230-1345
4923,187298,class 1377,MW 1230-1345
7119,112555,class 1378,MW 1230-1345
1681,165726,class 1379,MW 1230-1345
4237,449264,class 1380,MW 1230-1345
2657,235917,class 1381,MW 1230-1345
7963,178765,class 1382,MW 1230-1345
1258,786731,class 1383,MW 1230-1345
5249,976337,class 1384,MW 1230-1345
6693,786731,class 1385,MW 1230-1345
5888,235917,class 1386,MW 1230-1345
7169,129888,class 1387,MW 1230-1345
6979,484344,class 1388,MW 1230-1345
7541,641631,class 1389,MW 1230-1345
7465,616715,class 1390,MW 1230-1345
3593,997292,class 1391,MW 1230-1345
4394,244666,class 1392,MW 1230-1345
4289,447398,class 1393,MW 1230-1345
6266,454321,class 1394,MW 1230-1345
7466,447398,class 1395,MW 1230-1345
3951,258133,class 1396,MW 1230-1345
1793,336739,class 1397,MW 1230-1345
3262,244666,class 1398,MW 1230-1345
8834,513249,class 1399,MW 1230-1345
1235,484344,class 1400,MW 1230-1345
5826,415814,class 1401,MW 1230-1345
6581,478916,class 1402,MW 1230-1345
3186,326466,class 1403,MW 1230-1345
8527,197923,class 1404,MW 1230-1345
6327,642152,class 1405,MW 1230-1345
7686,898824,class 1406,MW 1230-1345
8472,672273,class 1407,MW 1230-1345
4429,298774,class 1408,MW 1230-1345
1177,876877,class 1409,MW 1230-1345
7484,958567,class 1410,MW 1230-1345
1288,616715,class 1411,MW 1230-1345
6694,244666,class 1412,MW 1230-1345
8774,838464,class 1413,MW 1230-1345
2994,258133,class 1414,MW 1230-1345
2666,165726,class 1415,MW 1230-1345
8162,791843,class 1416,MW 1230-1345
4763,323912,class 1417,MW 1230-1345
8165,913123,class 1418,MW 1230-1345
2116,133651,class 1419,MW 1230-1345
3396,449969,class 1420,MW 1230-1345
8125,187298,class 1421,MW 1230-1345
3288,478916,class 1422,MW 1230-1345
9751,344691,class 1423,MW 1230-1345
7398,699727,class 1424,MW 1230-1345
6352,487544,class 1425,MW 1230-1345
2732,487544,class 1426,MW 1230-1345
7552,223682,class 1427,MW 1230-1345
6944,688938,class 1428,MW 1230-1345
5887,484344,class 1429,MW 1230-1345
5718,976337,class 1430,MW 1230-1345
5862,425816,class 1431,MW 1230-1345
8863,298774,class 1432,MW 1230-1345
6529,112555,class 1433,MW 1230-1345
1884,449969,class 1434,MW 1230-1345
8323,165726,class 1435,MW 1230-1345
1892,487544,class 1436,MW 1230-1345
1748,173915,class 1437,MW 1230-1345
9749,447398,class 1438,MW 1230-1345
5266,642152,class 1439,MW 1230-1345
7297,976337,class 1440,MW 1230-1345
7741,425816,class 1441,MW 1230-1345
4538,257533,class 1442,MW 1230-1345
2443,235917,class 1443,MW 1230-1345
8796,129888,class 1444,MW 1230-1345
1116,642152,class 1445,MW 1230-1345
4633,976337,class 1446,MW 1230-1345
3521,223682,class 1447,MW 1230-1345
2413,133651,class 1448,MW 1230-1345
5799,621115,class 1449,MW 1230-1345
5558,133651,class 1450,MW 1230-1345
7731,345323,class 1451,MW 1230-1345
7588,642152,class 1452,MW 1230-1345
9789,126421,class 1453,MW 1230-1345
8337,616715,class 1454,MW 1230-1345
5795,447398,class 1455,MW 1230-1345
9135,449969,class 1456,MW 1230-1345
2664,126421,class 1457,MW 1230-1345
3449,323912,class 1458,MW 1230-1345
6298,415814,class 1459,MW 1230-1345
7721,258133,class 1460,MW 1230-1345
7556,129888,class 1461,MW 1230-1345
1986,898824,class 1462,MW 1230-1345
8946,487544,class 1463,MW 1230-1345
8433,958567,class 1464,MW 1230-1345
6866,648451,class 1465,MW 1230-1345
8255,447398,class 1466,MW 1230-1345
7538,425816,class 1467,MW 1230-1345
7589,244666,class 1468,MW 1230-1345
7483,487544,class 1469,MW 1230-1345
9867,187298,class 1470,MW 1230-1345
7499,876877,class 1471,MW 1230-1345
2622,641631,class 1472,MW 1230-1345
1817,345323,class 1473,MW 1230-1345
7326,484344,class 1474,MW 1230-1345
2476,345323,class 1475,MW 1230-1345
8955,793639,class 1476,MW 1230-1345
6167,184795,class 1477,MW 1230-1345
7795,818789,class 1478,MW 1230-1345
2318,699727,class 1479,MW 1230-1345
8757,562489,class 1480,MW 1230-1345
1286,345323,class 1481,MW 1230-1345
6546,257533,class 1482,MW 1230-1345
7488,793639,class 1483,MW 1230-1345
6547,165726,class 1484,MW 1230-1345
3752,415814,class 1485,MW 1230-1345
3629,672273,class 1486,MW 1230-1345
3363,699727,class 1487,MW 1230-1345
6767,447398,class 1488,MW 1230-1345
7363,876877,class 1489,MW 1230-1345
6466,235917,class 1490,MW 1230-1345
8598,672273,class 1491,MW 1230-1345
1713,415814,class 1492,MW 1230-1345
6172,621115,class 1493,MW 1230-1345
6962,748959,class 1494,MW 1230-1345
6697,513249,class 1495,MW 1230-1345
5586,223682,class 1496,MW 1230-1345
7441,791843,class 1497,MW 1230-1345
8168,672273,class 1498,MW 1230-1345
8415,242556,class 1499,MW 1230-1345
1435,425816,class 1500,MW 1230-1345
4648,562489,class 1501,MW 1230-1345
6568,223682,class 1502,MW 1230-1345
2172,336739,class 1503,MW 1230-1345
6781,688938,class 1504,MW 1230-1345
9127,187298,class 1505,MW 1230-1345
1478,786731,class 1506,MW 1230-1345
3274,292631,class 1507,MW 1230-1345
1924,487544,class 1508,MW 1230-1345
5915,126421,class 1509,MW 1230-1345
3339,126421,class 1510,MW 1230-1345
6137,197923,class 1511,MW 1230-1345
9964,641631,class 1512,MW 1230-1345
8971,126421,class 1513,MW 1230-1345
9238,323912,class 1514,MW 1230-1345
8551,197923,class 1515,MW 1230-1345
9452,513249,class 1516,MW 1230-1345
6419,818383,class 1517,MW 1230-1345
9388,292631,class 1518,MW 1230-1345
3797,129888,class 1519,MW 1230-1345
8628,258133,class 1520,MW 1230-1345
5944,129888,class 1521,MW 1230-1345
4291,328328,class 1522,MW 1230-1345
3161,178765,class 1523,MW 1230-1345
1918,197923,class 1524,MW 1230-1345
7576,336739,class 1525,MW 1230-1345
3738,976337,class 1526,MW 1230-1345
7394,641631,class 1527,MW 1230-1345
6842,165726,class 1528,MW 1230-1345
4611,257533,class 1529,MW 1230-1345
2382,898824,class 1530,MW 1230-1345
6344,292631,class 1531,MW 1230-1345
9761,447398,class 1532,MW 1230-1345
6583,449264,class 1533,MW 1230-1345
7675,562489,class 1534,MW 1230-1345
2241,748959,class 1535,MW 1230-1345
8133,242556,class 1536,MW 1230-1345
4559,449264,class 1537,MW 1230-1345
1963,791843,class 1538,MW 1230-1345
2533,197923,class 1539,MW 1230-1345
6417,326466,class 1540,MW 1230-1345
4561,958567,class 1541,MW 1230-1345
5482,621115,class 1542,MW 1230-1345
8652,562489,class 1543,MW 1230-1345
5845,257533,class 1544,MW 1230-1345
8147,323912,class 1545,MW 1230-1345
3921,748959,class 1546,MW 1230-1345
2952,449969,class 1547,MW 1230-1345
7878,187298,class 1548,MW 1230-1345
5774,345323,class 1549,MW 1230-1345
4859,913123,class 1550,MW 1230-1345
7685,621115,class 1551,MW 1230-1345
2212,326466,class 1552,MW 1230-1345
7175,688938,class 1553,MW 1230-1345
2176,129888,class 1554,MW 1230-1345
7397,344691,class 1555,MW 1230-1345
2271,449264,class 1556,MW 1230-1345
4673,298774,class 1557,MW 1230-1345
3928,791843,class 1558,MW 1230-1345
1395,786731,class 1559,MW 1230-1345
5818,345323,class 1560,MW 1230-1345
4875,616715,class 1561,MW 1230-1345
8781,976337,class 1562,MW 1230-1345
6826,641631,class 1563,MW 1230-1345
7454,699727,class 1564,MW 1230-1345
2418,187298,class 1565,MW 1230-1345
7145,818789,class 1566,MW 1230-1345
1766,793639,class 1567,MW 1230-1345
9986,298774,class 1568,MW 1230-1345
7996,257533,class 1569,MW 1230-1345
6242,112555,class 1570,MW 1230-1345
4922,133651,class 1571,MW 1230-1345
5652,133651,class 1572,MW 1230-1345
7415,258133,class 1573,MW 1230-1345
8953,791843,class 1574,MW 1230-1345
5783,976337,class 1575,MW 1230-1345
1867,242556,class 1576,MW 1230-1345
9581,818789,class 1577,MW 1230-1345
5331,345323,class 1578,MW 1230-1345
2815,648451,class 1579,MW 1230-1345
4328,786214,class 1580,MW 1230-1345
6256,484344,class 1581,MW 1230-1345
2295,786214,class 1582,MW 1230-1345
2923,818789,class 1583,MW 1230-1345
6174,126421,class 1584,MW 1230-1345
1922,171178,class 1585,MW 1230-1345
8121,748959,class 1586,MW 1230-1345
8239,345323,class 1587,MW 1230-1345
9289,298774,class 1588,MW 1230-1345
2363,344691,class 1589,MW 1230-1345
7442,449969,class 1590,MW 1230-1345
4265,415814,class 1591,MW 1230-1345
2153,187298,class 1592,MW 1230-1345
4461,415814,class 1593,MW 1230-1345
9262,112555,class 1594,MW 1230-1345
3131,242556,class 1595,MW 1230-1345
8143,242556,class 1596,MW 1230-1345
7926,672273,class 1597,MW 1230-1345
6656,997292,class 1598,MW 1230-1345
6737,763263,class 1599,MW 1230-1345
7356,898824,class 1600,MW 1230-1345
6343,791843,class 1601,MW 1230-1345
7195,171178,class 1602,MW 1230-1345
4482,688938,class 1603,MW 1230-1345
3417,791843,class 1604,MW 1230-1345
3782,616715,class 1605,MW 1230-1345
8482,838464,class 1606,MW 1230-1345
4278,415814,class 1607,MW 1230-1345
3941,748959,class 1608,MW 1230-1345
5847,748959,class 1609,MW 1230-1345
8146,447398,class 1610,MW 1230-1345
9711,447398,class 1611,MW 1230-1345
9883,244666,class 1612,MW 1230-1345
7895,257533,class 1613,MW 1230-1345
6389,818789,class 1614,MW 1230-1345
4426,876877,class 1615,MW 1230-1345
7213,818383,class 1616,MW 1230-1345
5547,112555,class 1617,MW 1230-1345
1893,818789,class 1618,MW 1230-1345
6645,997292,class 1619,MW 1230-1345
3245,513249,class 1620,MW 1230-1345
8622,328328,class 1621,MW 1230-1345
4951,197923,class 1622,MW 1230-1345
7931,165726,class 1623,MW 1230-1345
5246,786214,class 1624,MW 1230-1345
5948,447398,class 1625,MW 1230-1345
9474,641631,class 1626,MW 1230-1345
4649,699727,class 1627,MW 1230-1345
1472,223682,class 1628,MW 1230-1345
4998,786731,class 1629,MW 1230-1345
3914,958567,class 1630,MW 1230-1345
3835,447398,class 1631,MW 1230-1345
6182,171178,class 1632,MW 1230-1345
9139,688938,class 1633,MW 1230-1345
2828,621115,class 1634,MW 1230-1345
6156,913123,class 1635,MW 1230-1345
5215,562489,class 1636,MW 1230-1345
8486,513249,class 1637,MW 1230-1345
7435,171178,class 1638,MW 1230-1345
8943,326466,class 1639,MW 1230-1345
1536,642152,class 1640,MW 1230-1345
9316,642152,class 1641,MW 1230-1345
9838,197923,class 1642,MW 1230-1345
6288,449264,class 1643,MW 1230-1345
2951,688938,class 1644,MW 1230-1345
8687,298774,class 1645,MW 1230-1345
3671,336739,class 1646,MW 1230-1345
3451,634195,class 1647,MW 1230-1345
2384,425816,class 1648,MW 1230-1345
5714,786214,class 1649,MW 1230-1345
8661,328328,class 1650,MW 1230-1345
8363,791843,class 1651,MW 1230-1345
4295,876877,class 1652,MW 1230-1345
6122,112555,class 1653,MW 1230-1345
7329,913123,class 1654,MW 1230-1345
2262,173915,class 1655,MW 1230-1345
6375,688938,class 1656,MW 1230-1345
3758,672273,class 1657,MW 1230-1345
8636,449969,class 1658,MW 1230-1345
3181,126421,class 1659,MW 1230-1345
5538,876877,class 1660,MW 1230-1345
5463,449264,class 1661,MW 1230-1345
1539,449969,class 1662,MW 1230-1345
6723,634195,class 1663,MW 1230-1345
5227,793639,class 1664,MW 1230-1345
8259,688938,class 1665,MW 1230-1345
9114,244666,class 1666,MW 1230-1345
4329,415814,class 1667,MW 1230-1345
6279,126421,class 1668,MW 1230-1345
1323,997292,class 1669,MW 1230-1345
5179,328328,class 1670,MW 1230-1345
9515,513249,class 1671,MW 1230-1345
5251,449969,class 1672,MW 1230-1345
6943,791843,class 1673,MW 1230-1345
4373,699727,class 1674,MW 1230-1345
8335,344691,class 1675,MW 1230-1345
3784,171178,class 1676,MW 1230-1345
1372,913123,class 1677,MW 1230-1345
3457,976337,class 1678,MW 1230-1345
8251,173915,class 1679,MW 1230-1345
2178,173915,class 1680,MW 1230-1345
5321,621115,class 1681,MW 1230-1345
5613,763263,class 1682,MW 1230-1345
7825,133651,class 1683,MW 1230-1345
4994,616715,class 1684,MW 1230-1345
2821,344691,class 1685,MW 1230-1345
5777,616715,class 1686,MW 1230-1345
8137,244666,class 1687,MW 1230-1345
4436,793639,class 1688,MW 1230-1345
1113,818789,class 1689,MW 1230-1345
5524,112555,class 1690,MW 1230-1345
6485,997292,class 1691,MW 1230-1345
6744,173915,class 1692,MW 1230-1345
1341,818383,class 1693,MW 1230-1345
8129,235917,class 1694,MW 1230-1345
8546,791843,class 1695,MW 1230-1345
9862,786731,class 1696,MW 1230-1345
9973,997292,class 1697,MW 1230-1345
4979,838464,class 1698,MW 1230-1345
3454,178765,class 1699,MW 1230-1345
7387,898824,class 1700,MW 1230-1345
7448,641631,class 1701,MW 1230-1345
6476,786731,class 1702,MW 1230-1345
1145,257533,class 1703,MW 1230-1345
6978,621115,class 1704,MW 1230-1345
6982,184795,class 1705,MW 1230-1345
9928,688938,class 1706,MW 1230-1345
8952,487544,class 1707,MW 1230-1345
6668,257533,class 1708,MW 1230-1345
4273,165726,class 1709,MW 1230-1345
3943,178765,class 1710,MW 1230-1345
5844,818383,class 1711,MW 1230-1345
5192,344691,class 1712,MW 1230-1345
6353,786731,class 1713,MW 1230-1345
3138,786731,class 1714,MW 1230-1345
8887,958567,class 1715,MW 1230-1345
5879,184795,class 1716,MW 1230-1345
3767,415814,class 1717,MW 1230-1345
5471,876877,class 1718,MW 1230-1345
8714,112555,class 1719,MW 1230-1345
9699,763263,class 1720,MW 1230-1345
1353,171178,class 1721,MW 1230-1345
9953,165726,class 1722,MW 1230-1345
9212,688938,class 1723,MW 1230-1345
2465,634195,class 1724,MW 1230-1345
6717,129888,class 1725,MW 1230-1345
3726,876877,class 1726,MW 1230-1345
6521,345323,class 1727,MW 1230-1345
2217,257533,class 1728,MW 1230-1345
6729,791843,class 1729,MW 1230-1345
2835,126421,class 1730,MW 1230-1345
8574,178765,class 1731,MW 1230-1345
5528,126421,class 1732,MW 1230-1345
9829,793639,class 1733,MW 1230-1345
7876,345323,class 1734,MW 1230-1345
3992,197923,class 1735,MW 1230-1345
4156,648451,class 1736,MW 1230-1345
7516,449264,class 1737,MW 1230-1345
9266,898824,class 1738,MW 1230-1345
2468,112555,class 1739,MW 1230-1345
6427,344691,class 1740,MW 1230-1345
9597,449969,class 1741,MW 1230-1345
4678,129888,class 1742,MW 1230-1345
6458,415814,class 1743,MW 1230-1345
4728,298774,class 1744,MW 1230-1345
5873,415814,class 1745,MW 1230-1345
1251,223682,class 1746,MW 1230-1345
2639,197923,class 1747,MW 1230-1345
5986,763263,class 1748,MW 1230-1345
9294,818789,class 1749,MW 1230-1345
1932,298774,class 1750,MW 1230-1345
6384,133651,class 1751,MW 1230-1345
5867,648451,class 1752,MW 1230-1345
8388,235917,class 1753,MW 1230-1345
5114,112555,class 1754,MW 1230-1345
8874,672273,class 1755,MW 1230-1345
6163,449264,class 1756,MW 1230-1345
9441,257533,class 1757,MW 1230-1345
3857,449969,class 1758,MW 1230-1345
6522,129888,class 1759,MW 1230-1345
3299,484344,class 1760,MW 1230-1345
6177,171178,class 1761,MW 1230-1345
3141,478916,class 1762,MW 1230-1345
1232,345323,class 1763,MW 1230-1345
4884,336739,class 1764,MW 1230-1345
2293,323912,class 1765,MW 1230-1345
4758,126421,class 1766,MW 1230-1345
2667,786214,class 1767,MW 1230-1345
9771,449969,class 1768,MW 1230-1345
4846,838464,class 1769,MW 1230-1345
9877,328328,class 1770,MW 1230-1345
5527,838464,class 1771,MW 1230-1345
7373,913123,class 1772,MW 1230-1345
9346,976337,class 1773,MW 1230-1345
4662,487544,class 1774,MW 1230-1345
1782,129888,class 1775,MW 1230-1345
9676,478916,class 1776,MW 1230-1345
5943,449264,class 1777,MW 1230-1345
5187,326466,class 1778,MW 1230-1345
3212,336739,class 1779,MW 1230-1345
5662,634195,class 1780,MW 1230-1345
5597,634195,class 1781,MW 1230-1345
2874,326466,class 1782,MW 1230-1345
9655,786214,class 1783,MW 1230-1345
5468,642152,class 1784,MW 1230-1345
3428,997292,class 1785,MW 1230-1345
7646,133651,class 1786,MW 1230-1345
6471,513249,class 1787,MW 1230-1345
4849,513249,class 1788,MW 1230-1345
3187,478916,class 1789,MW 1230-1345
2969,242556,class 1790,MW 1230-1345
4416,688938,class 1791,MW 1230-1345
2841,235917,class 1792,MW 1230-1345
7543,328328,class 1793,MW 1230-1345
6832,197923,class 1794,MW 1230-1345
6612,292631,class 1795,MW 1230-1345
9658,838464,class 1796,MW 1230-1345
7396,818789,class 1797,MW 1230-1345
9383,173915,class 1798,MW 1230-1345
2175,898824,class 1799,MW 1230-1345
3169,621115,class 1800,MW 1230-1345
6727,165726,class 1801,MW 1400-1515
8767,129888,class 1802,MW 1400-1515
4525,699727,class 1803,MW 1400-1515
2397,513249,class 1804,MW 1400-1515
9357,487544,class 1805,MW 1400-1515
3174,818383,class 1806,MW 1400-1515
4339,748959,class 1807,MW 1400-1515
8697,688938,class 1808,MW 1400-1515
7162,997292,class 1809,MW 1400-1515
2513,178765,class 1810,MW 1400-1515
4131,415814,class 1811,MW 1400-1515
3538,699727,class 1812,MW 1400-1515
7351,793639,class 1813,MW 1400-1515
4711,328328,class 1814,MW 1400-1515
4582,447398,class 1815,MW 1400-1515
3721,648451,class 1816,MW 1400-1515
9514,173915,class 1817,MW 1400-1515
9817,323912,class 1818,MW 1400-1515
2987,838464,class 1819,MW 1400-1515
1874,818383,class 1820,MW 1400-1515
8318,298774,class 1821,MW 1400-1515
9741,425816,class 1822,MW 1400-1515
5521,242556,class 1823,MW 1400-1515
2312,425816,class 1824,MW 1400-1515
2277,112555,class 1825,MW 1400-1515
5386,688938,class 1826,MW 1400-1515
2569,326466,class 1827,MW 1400-1515
5781,344691,class 1828,MW 1400-1515
1759,997292,class 1829,MW 1400-1515
9666,323912,class 1830,MW 1400-1515
9787,345323,class 1831,MW 1400-1515
3563,449264,class 1832,MW 1400-1515
3741,793639,class 1833,MW 1400-1515
6388,298774,class 1834,MW 1400-1515
9313,818383,class 1835,MW 1400-1515
5444,478916,class 1836,MW 1400-1515
8958,244666,class 1837,MW 1400-1515
1987,997292,class 1838,MW 1400-1515
8492,258133,class 1839,MW 1400-1515
6955,415814,class 1840,MW 1400-1515
2889,818789,class 1841,MW 1400-1515
4931,298774,class 1842,MW 1400-1515
2388,344691,class 1843,MW 1400-1515
3252,129888,class 1844,MW 1400-1515
6986,171178,class 1845,MW 1400-1515
2438,487544,class 1846,MW 1400-1515
5385,513249,class 1847,MW 1400-1515
9256,616715,class 1848,MW 1400-1515
3736,763263,class 1849,MW 1400-1515
9259,235917,class 1850,MW 1400-1515
9913,478916,class 1851,MW 1400-1515
6274,616715,class 1852,MW 1400-1515
6398,913123,class 1853,MW 1400-1515
4731,616715,class 1854,MW 1400-1515
1564,257533,class 1855,MW 1400-1515
5291,425816,class 1856,MW 1400-1515
9453,976337,class 1857,MW 1400-1515
1225,642152,class 1858,MW 1400-1515
1935,621115,class 1859,MW 1400-1515
7642,648451,class 1860,MW 1400-1515
3675,688938,class 1861,MW 1400-1515
8649,791843,class 1862,MW 1400-1515
3136,223682,class 1863,MW 1400-1515
2768,257533,class 1864,MW 1400-1515
6671,447398,class 1865,MW 1400-1515
1342,257533,class 1866,MW 1400-1515
7751,328328,class 1867,MW 1400-1515
3468,513249,class 1868,MW 1400-1515
2552,336739,class 1869,MW 1400-1515
9773,257533,class 1870,MW 1400-1515
6557,818789,class 1871,MW 1400-1515
9918,648451,class 1872,MW 1400-1515
8176,763263,class 1873,MW 1400-1515
5935,165726,class 1874,MW 1400-1515
3874,487544,class 1875,MW 1400-1515
1443,323912,class 1876,MW 1400-1515
1815,454321,class 1877,MW 1400-1515
5975,487544,class 1878,MW 1400-1515
9327,699727,class 1879,MW 1400-1515
3128,898824,class 1880,MW 1400-1515
4727,699727,class 1881,MW 1400-1515
1772,184795,class 1882,MW 1400-1515
5827,292631,class 1883,MW 1400-1515
5612,257533,class 1884,MW 1400-1515
6997,898824,class 1885,MW 1400-1515
4112,997292,class 1886,MW 1400-1515
1164,641631,class 1887,MW 1400-1515
1222,478916,class 1888,MW 1400-1515
3137,478916,class 1889,MW 1400-1515
3869,345323,class 1890,MW 1400-1515
3455,323912,class 1891,MW 1400-1515
9177,699727,class 1892,MW 1400-1515
3378,345323,class 1893,MW 1400-1515
9972,242556,class 1894,MW 1400-1515
9917,898824,class 1895,MW 1400-1515
4193,171178,class 1896,MW 1400-1515
1791,336739,class 1897,MW 1400-1515
7317,621115,class 1898,MW 1400-1515
3949,818789,class 1899,MW 1400-1515
7921,223682,class 1900,MW 1400-1515
2635,244666,class 1901,MW 1400-1515
5336,223682,class 1902,MW 1400-1515
5125,976337,class 1903,MW 1400-1515
4224,634195,class 1904,MW 1400-1515
4655,699727,class 1905,MW 1400-1515
8179,913123,class 1906,MW 1400-1515
2641,642152,class 1907,MW 1400-1515
8913,484344,class 1908,MW 1400-1515
6465,415814,class 1909,MW 1400-1515
9524,786214,class 1910,MW 1400-1515
9133,257533,class 1911,MW 1400-1515
7432,997292,class 1912,MW 1400-1515
9194,171178,class 1913,MW 1400-1515
1396,818383,class 1914,MW 1400-1515
6469,976337,class 1915,MW 1400-1515
7786,173915,class 1916,MW 1400-1515
8616,126421,class 1917,MW 1400-1515
1676,323912,class 1918,MW 1400-1515
9517,165726,class 1919,MW 1400-1515
6446,818789,class 1920,MW 1400-1515
6282,976337,class 1921,MW 1400-1515
3456,876877,class 1922,MW 1400-1515
3638,616715,class 1923,MW 1400-1515
5899,235917,class 1924,MW 1400-1515
5749,336739,class 1925,MW 1400-1515
2661,425816,class 1926,MW 1400-1515
7728,997292,class 1927,MW 1400-1515
2644,838464,class 1928,MW 1400-1515
5962,449969,class 1929,MW 1400-1515
2143,791843,class 1930,MW 1400-1515
1224,616715,class 1931,MW 1400-1515
2656,112555,class 1932,MW 1400-1515
6314,976337,class 1933,MW 1400-1515
3148,258133,class 1934,MW 1400-1515
9941,876877,class 1935,MW 1400-1515
6493,791843,class 1936,MW 1400-1515
9488,997292,class 1937,MW 1400-1515
5254,793639,class 1938,MW 1400-1515
6338,173915,class 1939,MW 1400-1515
6369,487544,class 1940,MW 1400-1515
4276,336739,class 1941,MW 1400-1515
1553,326466,class 1942,MW 1400-1515
4748,449969,class 1943,MW 1400-1515
3278,133651,class 1944,MW 1400-1515
4413,621115,class 1945,MW 1400-1515
6132,642152,class 1946,MW 1400-1515
7237,328328,class 1947,MW 1400-1515
4679,648451,class 1948,MW 1400-1515
2565,235917,class 1949,MW 1400-1515
3518,298774,class 1950,MW 1400-1515
3268,898824,class 1951,MW 1400-1515
6865,328328,class 1952,MW 1400-1515
7347,242556,class 1953,MW 1400-1515
4378,642152,class 1954,MW 1400-1515
6287,786214,class 1955,MW 1400-1515
5616,976337,class 1956,MW 1400-1515
9532,292631,class 1957,MW 1400-1515
7964,326466,class 1958,MW 1400-1515
8328,178765,class 1959,MW 1400-1515
2411,763263,class 1960,MW 1400-1515
2642,257533,class 1961,MW 1400-1515
3855,223682,class 1962,MW 1400-1515
4616,997292,class 1963,MW 1400-1515
2354,454321,class 1964,MW 1400-1515
2575,223682,class 1965,MW 1400-1515
8779,454321,class 1966,MW 1400-1515
4745,913123,class 1967,MW 1400-1515
7471,616715,class 1968,MW 1400-1515
8563,133651,class 1969,MW 1400-1515
7898,133651,class 1970,MW 1400-1515
6638,478916,class 1971,MW 1400-1515
9349,621115,class 1972,MW 1400-1515
9547,976337,class 1973,MW 1400-1515
7312,672273,class 1974,MW 1400-1515
3899,763263,class 1975,MW 1400-1515
4238,487544,class 1976,MW 1400-1515
5927,793639,class 1977,MW 1400-1515
9222,641631,class 1978,MW 1400-1515
